BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","Interpolate","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","MessageQueueUseDefaultAttributes","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","MessageQueueCapacity","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","MessageQueueType","LIFO"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","MessageQueueOverwriting","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Prim","Inport","","EventTriggers","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","Port","4"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","LatchByDelayingOutsideSignal","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","LatchInputForFeedbackSignals","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","Interpolate","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","MessageQueueUseDefaultAttributes","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","MessageQueueCapacity","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","MessageQueueType","LIFO"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","MessageQueueOverwriting","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IA_Sec","Inport","","EventTriggers","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","Port","5"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","LatchByDelayingOutsideSignal","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","LatchInputForFeedbackSignals","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","Interpolate","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","MessageQueueUseDefaultAttributes","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","MessageQueueCapacity","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","MessageQueueType","LIFO"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","MessageQueueOverwriting","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IB_Sec","Inport","","EventTriggers","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","Port","6"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","LatchByDelayingOutsideSignal","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","LatchInputForFeedbackSignals","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","Interpolate","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","MessageQueueUseDefaultAttributes","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","MessageQueueCapacity","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","MessageQueueType","LIFO"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","MessageQueueOverwriting","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/IC_Sec","Inport","","EventTriggers","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add1","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add2","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add3","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add4","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","IconShape","rectangular"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","Inputs","++"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","CollapseMode","All dimensions"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","CollapseDim","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","InputSameDT","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","AccumDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Add5","Sum","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Band-Limited
White Noise","SubSystem","simulink/Sources/Band-Limited
White Noise","Cov","[0.1]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Band-Limited
White Noise","SubSystem","simulink/Sources/Band-Limited
White Noise","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Band-Limited
White Noise","SubSystem","simulink/Sources/Band-Limited
White Noise","seed","[23341]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Band-Limited
White Noise","SubSystem","simulink/Sources/Band-Limited
White Noise","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","Gain","1.140728"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_1","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","Gain","1.084216"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_2","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","Gain","1.068705"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_3","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","Gain","1.079695"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_4","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","Gain","1.076974"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_5","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","Gain","1.102981"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","SaturateOnIntegerOverflow","off"
